district,accounting_stratum_id,control,control_type,boundary_source,reach_intersection_area_share,distance_to_50min_boundary_m,review_reason,source_map,source_map_service,review_date,review_status,discrepancy_description,could_materially_change_reach_employment,reviewer,official_export_bbox_wgs84,official_export_pixels,official_base_sha256,official_label_sha256,review_overlay_sha256,screenshot_redistributed,review_limitation
浦东新区,310115013000,洋泾街道,street,OpenStreetMap admin_level=8 relation,0.976136143853913,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115014000,浦兴路街道,street,OpenStreetMap admin_level=8 relation,0.5844030210397356,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115015000,东明路街道,street,OpenStreetMap admin_level=8 relation,0.5686842488774302,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115016000,花木街道,street,OpenStreetMap admin_level=8 relation,0.997584705114729,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115103000,川沙新镇,town,OpenStreetMap admin_level=8 relation,0.22302946709043872,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115105000,北蔡镇,town,OpenStreetMap admin_level=8 relation,0.8967302446656562,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115110000,合庆镇,town,OpenStreetMap admin_level=8 relation,0.06522044319529713,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115114000,唐镇,town,OpenStreetMap admin_level=8 relation,0.6791062389465237,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115117000,曹路镇,town,OpenStreetMap admin_level=8 relation,0.01878485781257669,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115120000,金桥镇,town,OpenStreetMap admin_level=8 relation,0.49949349161232054,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115121000,高行镇,town,OpenStreetMap admin_level=8 relation,1.8564837520920685e-05,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115125000,张江镇,town,OpenStreetMap admin_level=8 relation,0.6464392483861108,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115130000,三林镇,town,OpenStreetMap admin_level=8 relation,0.17292789130294384,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115132000,周浦镇,town,OpenStreetMap admin_level=8 relation,0.1988133768256866,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115133000,新场镇,town,OpenStreetMap admin_level=8 relation,0.02419560885913427,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115136000,康桥镇,town,OpenStreetMap admin_level=8 relation,0.3315508490773199,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115137000,航头镇,town,OpenStreetMap admin_level=8 relation,0.10666994364993633,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115139000,祝桥镇,town,OpenStreetMap admin_level=8 relation,0.02335901056298574,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115141000,宣桥镇,town,OpenStreetMap admin_level=8 relation,0.0004505788721275254,827.4713803764297,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115502000,金桥经济技术开发区,functional_zone,Ruiduobao 2020 statistical polygon,0.47423395535582247,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,fail,"The accounting-aligned 2020 statistical support differs in area/scope from the authoritative same-name planning scope; no official feature vector is available, so the equivalence cannot pass visual validation.",yes,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
浦东新区,310115503000,张江高科技园区,functional_zone,Ruiduobao 2020 statistical polygon,0.9585488135200032,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,fail,"The accounting-aligned 2020 statistical support differs in area/scope from the authoritative same-name planning scope; no official feature vector is available, so the equivalence cannot pass visual validation.",yes,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109009000,欧阳路街道,street,OpenStreetMap admin_level=8 relation,0.7314544355337815,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109010000,曲阳路街道,street,OpenStreetMap admin_level=8 relation,0.042487010672654486,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109011000,广中路街道,street,OpenStreetMap admin_level=8 relation,0.1302123987107772,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109014000,嘉兴路街道,street,OpenStreetMap admin_level=8 relation,1.0000000000000002,431.2764363168774,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109016000,凉城新村街道,street,OpenStreetMap admin_level=8 relation,0.0,483.97987214932937,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109017000,四川北路街道,street,OpenStreetMap admin_level=8 relation,0.9701339918321471,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
虹口区,310109018000,北外滩街道,street,OpenStreetMap admin_level=8 relation,0.997421351557735,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
长宁区,310105001000,华阳路街道,street,OpenStreetMap admin_level=8 relation,0.9133591942203396,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
长宁区,310105002000,江苏路街道,street,OpenStreetMap admin_level=8 relation,1.0,64.17842855694914,within 500 m of boundary,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
长宁区,310105004000,新华路街道,street,OpenStreetMap admin_level=8 relation,0.3168381132134433,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
长宁区,310105005000,周家桥街道,street,OpenStreetMap admin_level=8 relation,0.8410471838484431,0.0,partially intersected,https://shanghai.tianditu.gov.cn/map/views/standardMap.html,http://mape.shanghai-map.net/arcgis/rest/services/SHMAP_D/MapServer,2026-08-19,pass,"No material displacement visible against official SHMAP_D/LAN road, water, and named-place context at the reviewed scale. Pass means no visible contradiction, not official-boundary equivalence.",no,Codex visual audit for Jinke employment benchmark v1,"121.33,31.015,121.83,31.325",4096x2540,817441269b0d9074334e41388b0c92868acb202ccdd89c29b4ee29d0223c8fbe,c329d544a994190f7f37b65fef536b2bc0b2e0df4a4f050f8e0dc5e07ac81b7b,c86463911ce2c1e36fb168e78f266bc633251ad46c0a25c9b93a0a5ee3af5a8c,False,"The official display service is validation cartography, not a queryable street/town feature layer. Quantified boundary displacement sensitivity is therefore retained."
