district,official_control_code_2023,official_control_name_2023,published_control_label,control_type,accounting_stratum_id,employment_nominal,employment_reconciled,employment_rounding_lower,employment_rounding_upper_exclusive,rounding_increment_people,bulletin_unit,bulletin_rounding_note,subtotal_group,table_page_reference,employment_universe,reference_date,individual_business_included,geographic_table_exclusions,publication_url,official_code_reference_url,osm_relation_id,geometry_source,geometry_is_approximate,name_crosswalk_note,reconciliation_note
静安区,310106015000,天目西路街道,天目西路街道,street,310106015000,161000,161000,160500,161500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186013,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106016000,北站街道,北站街道,street,310106016000,65000,65000,64500,65500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186012,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106017000,宝山路街道,宝山路街道,street,310106017000,21000,21000,20500,21500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186011,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106018000,共和新路街道,共和新路街道,street,310106018000,31000,31000,30500,31500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186010,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106019000,大宁路街道,大宁路街道,street,310106019000,115000,115000,114500,115500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186009,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106020000,彭浦新村街道,彭浦新村街道,street,310106020000,17000,17000,16500,17500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186008,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106021000,临汾路街道,临汾路街道,street,310106021000,5000,5000,4500,5500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186007,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106022000,芷江西路街道,芷江西路街道,street,310106022000,28000,28000,27500,28500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186006,OpenStreetMap,True,exact official-name match,nominal midpoint retained
静安区,310106100000,彭浦镇,彭浦镇,town,310106100000,112000,112000,111500,112500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.jingan.gov.cn/main/7a2356e7-0acd-4df3-938e-dcd05244ea81/a9e09839-63a5-45f3-8eb3-9d56a10e42af/%E4%B8%8A%E6%B5%B7%E5%B8%82%E9%9D%99%E5%AE%89%E5%8C%BA%E7%AC%AC%E4%BA%94%E6%AC%A1%E7%BB%8F%E6%B5%8E%E6%99%AE%E6%9F%A5%E4%B8%BB%E8%A6%81%E6%95%B0%E6%8D%AE%E5%85%AC%E6%8A%A5%EF%BC%88%E7%AC%AC%E4%B8%80%E5%8F%B7%EF%BC%89.pdf,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14186005,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107005000,曹杨新村街道,曹杨新村街道,street,310107005000,22000,22000,21500,22500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187873,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107014000,长风新村街道,长风新村街道,street,310107014000,90000,90000,89500,90500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187872,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107015000,长寿路街道,长寿路街道,street,310107015000,96000,96000,95500,96500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187871,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107016000,甘泉路街道,甘泉路街道,street,310107016000,21000,21000,20500,21500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187870,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107017000,石泉路街道,石泉路街道,street,310107017000,20000,20000,19500,20500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187869,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107020000,宜川路街道,宜川路街道,street,310107020000,17000,17000,16500,17500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187868,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107021000,真如镇街道,真如镇,street,310107021000,26000,26000,25500,26500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187866,OpenStreetMap,True,explicit bulletin-label crosswalk: 真如镇 -> official 2023 真如镇街道,nominal midpoint retained
普陀区,310107022000,万里街道,万里街道,street,310107022000,43000,43000,42500,43500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187867,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107102000,长征镇,长征镇,town,310107102000,112000,112000,111500,112500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187865,OpenStreetMap,True,exact official-name match,nominal midpoint retained
普陀区,310107103000,桃浦镇,桃浦镇,town,310107103000,65000,65000,64500,65500,1000,"10,000 persons, one decimal","1,000-person display increment; each row interval is [nominal-500, nominal+500)",ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance,https://www.shpt.gov.cn/zhengwu/pcgg-pttj/2025/203/197385.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14187864,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109009000,欧阳路街道,欧阳路街道,street,310109009000,21300,21300,21300,21300,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13465959,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109010000,曲阳路街道,曲阳路街道,street,310109010000,46159,46159,46159,46159,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466001,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109011000,广中路街道,广中路街道,street,310109011000,33773,33773,33773,33773,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466055,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109014000,嘉兴路街道,嘉兴路街道,street,310109014000,40429,40429,40429,40429,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13462879,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109016000,凉城新村街道,凉城新材街道,street,310109016000,23538,23538,23538,23538,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466134,OpenStreetMap,True,explicit bulletin typo crosswalk: 凉城新材街道 -> official 2023 凉城新村街道,nominal midpoint retained
虹口区,310109017000,四川北路街道,四川北路街道,street,310109017000,51996,51996,51996,51996,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13462869,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109018000,北外滩街道,北外滩街道,street,310109018000,133468,133468,133468,133468,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13462842,OpenStreetMap,True,exact official-name match,nominal midpoint retained
虹口区,310109019000,江湾镇街道,江湾镇街道,street,310109019000,29170,29170,29170,29170,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided; construction processing-location adjustment applies,https://www.shhk.gov.cn/shhk-zwgk/rest/frame/base/attach/attachAction/getContent?attachGuid=3a3b3cb4-8b7b-4a87-8472-ea58b4f2a6cc&isCommondto=true,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466137,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110001000,定海路街道,定海路街道,street,310110001000,30849,30849,30849,30849,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466400,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110006000,平凉路街道,平凉路街道,street,310110006000,49638,49638,49638,49638,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13464332,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110008000,江浦路街道,江浦路街道,street,310110008000,44382,44382,44382,44382,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13464392,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110009000,四平路街道,四平路街道,street,310110009000,45502,45502,45502,45502,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466002,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110012000,控江路街道,控江路街道,street,310110012000,15491,15491,15491,15491,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466004,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110013000,长白新村街道,长白新村街道,street,310110013000,11271,11271,11271,11271,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466407,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110015000,延吉新村街道,延吉新村街道,street,310110015000,13326,13326,13326,13326,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466383,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110016000,殷行街道,殷行街道,street,310110016000,16658,16658,16658,16658,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466582,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110018000,大桥街道,大桥街道,street,310110018000,72321,72321,72321,72321,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466384,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110019000,五角场街道,五角场街道,street,310110019000,105944,105944,105944,105944,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466003,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110020000,新江湾城街道,新江湾城街道,street,310110020000,55638,55638,55638,55638,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466494,OpenStreetMap,True,exact official-name match,nominal midpoint retained
杨浦区,310110021000,长海路街道,长海路街道,street,310110021000,40003,40003,40003,40003,1,persons,exact person rows,ordinary,geographic employment table,2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,finance and national-statistical-channel construction,https://www.shyp.gov.cn/zhengwu/zwgk-yptj/2025/242/3eea1189dfca9d78d3190a204c75a74c.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,13466408,OpenStreetMap,True,exact official-name match,nominal midpoint retained
浦东新区,310115004000,潍坊新村街道,潍坊新村街道,street,310115004000,154000,153750,153500,154500,1000,"10,000 persons, one decimal","1,000-person display increment; constrained by three category subtotals",Pudong streets,"geographic employment table; street, town, and development-zone subtotals",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided,https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,12867311,OpenStreetMap,True,exact official-name match,Pudong street subtotal: least-squares adjustment -250 from each of 12 rounded rows
浦东新区,310115005000,陆家嘴街道,陆家嘴街道,street,310115005000,201000,200750,200500,201500,1000,"10,000 persons, one decimal","1,000-person display increment; constrained by three category subtotals",Pudong streets,"geographic employment table; street, town, and development-zone subtotals",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided,https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,12867312,OpenStreetMap,True,exact official-name match,Pudong street subtotal: least-squares adjustment -250 from each of 12 rounded rows
浦东新区,310115007000,周家渡街道,周家渡街道,street,310115007000,25000,24750,24500,25500,1000,"10,000 persons, one decimal","1,000-person display increment; constrained by three category subtotals",Pudong streets,"geographic employment table; street, town, and development-zone subtotals",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided,https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14178772,OpenStreetMap,True,exact official-name match,Pudong street subtotal: least-squares adjustment -250 from each of 12 rounded rows
浦东新区,310115008000,塘桥街道,塘桥街道,street,310115008000,55000,54750,54500,55500,1000,"10,000 persons, one decimal","1,000-person display increment; constrained by three category subtotals",Pudong streets,"geographic employment table; street, town, and development-zone subtotals",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided,https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,12867313,OpenStreetMap,True,exact official-name match,Pudong street subtotal: least-squares adjustment -250 from each of 12 rounded rows
浦东新区,310115009000,上钢新村街道,上钢新村街道,street,310115009000,26000,25750,25500,26500,1000,"10,000 persons, one decimal","1,000-person display increment; constrained by three category subtotals",Pudong streets,"geographic employment table; street, town, and development-zone subtotals",2023 secondary- and tertiary-sector legal-entity workplace employment,2023-12-31,False,some legal-entity workers are not subdivided,https://www.pudong.gov.cn/zwgk/tjj_gkml_ywl_tjsj_gb/2025/295/347226.html,https://www.stats.gov.cn/hd/lyzx/zxgk/202401/t20240104_1946235.html,14178805,OpenStreetMap,True,exact official-name match,Pudong street subtotal: least-squares adjustment -250 from each of 12 rounded rows
